Tweet ID,Relevance,Sentiment,Satire,Hate,Direction,Targets,Hope Speech
1593156289835995138,1,2,1,1,1,1,0
1593155636933820418,1,2,0,1,1,2,0
1593138736606302211,1,2,1,1,1,1,0
1593136758212169728,1,2,0,1,0,,0
1593127723463213056,1,2,0,1,0,,0
1593127147736305665,1,0,0,0,,,0
1593124667602399233,1,1,0,0,,,0
1593123412016500736,1,1,1,0,,,0
1593120845047926785,1,1,0,0,,,0
1593113725640527873,1,2,0,1,1,1,0
1593111389589340161,1,1,0,0,,,1
1593110778563166209,1,2,0,1,0,,0
1593099669626064897,1,0,1,0,,,0
1593098443974926337,1,1,0,0,,,1
1593097270949744640,1,2,1,1,1,1,0
1593095423396577280,1,2,1,0,,,0
1593095067451133952,1,1,0,0,,,0
1593088045527740419,1,1,1,0,,,1
1593084746170765312,1,1,0,0,,,1
1593079932925939712,1,0,0,0,,,0
1593076381499666432,1,1,1,0,,,1
1593071637121101824,1,2,0,0,,,1
1593071634708955137,1,2,0,1,1,1,0
1593069895138570240,0,,,,,,
1593069825836068866,1,1,0,0,,,1
1593068752513683456,1,1,0,0,,,1
1593067011017674753,1,0,1,0,,,0
1593066422028365824,0,,,,,,
1593065679854645248,1,1,0,0,,,1
1593065019369197568,1,0,0,0,,,0
1593064343037673472,1,2,1,0,,,1
1593064261357834240,1,0,0,0,,,0
1593064007505960966,1,2,1,0,,,1
1593063102660358146,1,2,1,1,1,1,0
1593063019302776833,1,0,1,0,,,0
1593061680690655232,1,0,0,0,,,0
1593061150589358080,1,1,0,0,,,1
1593060151334166528,1,1,0,0,,,1
1593059143287726081,1,1,0,0,,,1
1593057652875354112,1,1,0,0,,,1
1593055220246130688,1,1,0,0,,,1
1593054032394092546,1,1,0,0,,,0
1593044692119486464,1,2,1,1,0,,0
1593028836022968321,1,2,0,0,,,0
1593021859125395456,1,2,0,0,,,0
1593009315476279296,1,0,0,0,,,0
1592999685383651329,1,0,0,0,,,0
1592997710839566337,1,2,0,1,0,,1
1592958415973756929,1,0,0,0,,,0
1592951329999441923,1,0,0,0,,,0
1592944042567819264,1,2,0,0,,,0
1592929464950095873,1,0,0,0,,,0
1592928873426976768,1,1,1,0,,,0
1592916483021369344,1,0,0,0,,,0
1592913959870693376,1,2,0,1,0,,0
1592908524329521154,1,1,0,0,,,1
1592907461346086912,1,2,0,0,,,0
1592902396971462662,1,0,0,0,,,0
1592901421779017729,1,1,0,0,,,1
1592901364157681664,1,0,0,0,,,1
1592898009335205889,1,1,0,0,,,0
1592893107242401793,1,2,0,1,1,3,0
1592891770815524865,1,0,0,0,,,1
1592889723705790465,1,1,0,0,,,0
1592885459637923840,1,0,0,0,,,0
1592883024609562625,1,1,0,1,1,1,0
1592870460131528704,1,2,0,0,,,0
1592869090854866957,1,0,0,0,,,0
1592863512661233664,1,2,0,1,0,,0
1592861278854602753,1,2,0,0,,,0
1592858532915056647,1,2,0,0,,,0
1592854507960291328,1,1,0,0,,,0
1592854116287774720,1,2,0,1,1,1,0
1592853520994439168,1,0,0,0,,,0
1592849492667428866,1,0,0,0,,,0
1592847935082926080,1,2,1,0,,,0
1592846013030871041,1,2,0,0,,,0
1592842166157836289,1,0,0,0,,,0
1592842013686501378,1,0,0,0,,,0
1592839714670891008,1,2,0,0,,,0
1592837701933633537,1,0,0,0,,,0
1592834454602805250,1,0,0,0,,,0
1592834271345283074,1,2,0,1,1,1,0
1592834086401634305,1,1,0,0,,,1
1592825128253284353,1,2,0,0,,,1
1592816877960851457,1,2,0,1,1,1,0
1592814995234238464,1,2,1,1,1,1,0
1592811720715939841,1,1,0,0,,,0
1592811568928280576,1,2,0,1,0,,0
1592809651128913920,1,1,0,0,,,0
1592805975672881153,1,2,1,0,,,0
1592782853439250432,1,0,0,0,,,0
1592782424680804352,1,1,0,0,,,0
1592780439298899968,1,2,0,1,1,1,0
1592779285462646784,1,0,0,0,,,0
1592765718441111552,1,0,0,0,,,0
1592763792727085056,1,2,0,1,0,,0
1592763219294445570,1,1,0,0,,,1
1592760205120794625,1,2,0,0,,,0
1592759070775463936,1,1,0,0,,,0
1592757281799950336,1,2,0,0,,,1
1592747167370080261,1,2,1,1,1,1,0
1592742637752446977,1,1,0,0,,,0
1592740983032410113,1,1,0,0,,,1
1592740176606158848,1,2,0,1,0,,0
1592737375356358656,1,1,0,0,,,0
1592734665001308160,1,1,0,0,,,1
1592724018809155585,1,0,0,0,,,0
1592717257985392643,0,,,,,,
1592709768258674689,1,1,0,0,,,1
1592708512421146625,1,2,0,1,1,1,0
1592701683045629953,1,2,1,1,1,2,0
1592701148364173313,1,1,1,0,,,1
1592697338149351426,1,2,0,1,1,1,0
1592693556179001344,1,1,0,0,,,0
1592690847245815811,1,0,0,0,,,0
1592688200795197440,1,2,0,1,1,3,0
1592687565362302976,1,2,0,1,1,1,0
1592680448282726401,1,0,1,0,,,0
1592678868774981632,1,1,0,0,,,1
1592608964122128384,1,1,0,0,,,1
1592584825801957377,0,,,,,,
1592582613155614721,1,1,0,0,,,1
1592578795642707968,1,2,0,1,1,2,0
1592575157683773442,1,1,0,0,,,1
1592554581938274304,1,0,1,0,,,0
1592551727315976192,1,1,1,0,,,1
1592546939606011904,1,0,0,0,,,1
1592544748358991873,1,0,1,0,,,1
1592543821531054081,1,1,0,1,1,2,0
1592541193828995073,1,1,0,0,,,1
1592537375741444096,1,1,0,0,,,1
1592536344634753025,1,0,0,0,,,0
1592527026581540869,1,0,0,1,1,1,0
1592522415271473152,1,1,0,0,,,0
1592505233036693504,1,2,0,1,1,2,0
1592503765726547975,1,1,0,0,,,1
1592501813873635329,1,1,0,0,,,1
1592492817724899328,1,0,1,0,,,0
1592488986240774144,1,2,1,0,,,0
1592480194253983745,1,1,0,0,,,1
1592479856717369344,1,0,0,0,,,0
1592478592189214725,1,0,0,0,,,0
1592469703250698240,1,2,0,1,1,1,0
1592469435637727233,1,1,0,0,,,1
1592452971811737600,1,0,0,0,,,0
1592452607049859074,1,2,0,1,0,,0
1592441907866898432,1,1,0,0,,,1
1592439572914634753,1,1,0,0,,,1
1592438696737140736,1,0,0,0,,,0
1592434460473315330,1,0,0,0,,,0
1592427220269924353,1,0,0,0,,,1
1592425171180457985,1,2,1,0,,,0
1592418318908272642,1,1,0,0,,,1
1592415304369725440,1,1,0,0,,,1
1592412033462702082,1,0,1,0,,,0
1592403716766044161,1,1,0,0,,,1
1592401499304644609,1,0,1,0,,,0
1592395669368877056,1,1,0,0,,,0
1592378986067550208,1,1,0,0,,,1
1592366137169543169,1,1,0,0,,,1
1592361113647476736,1,1,0,0,,,1
1592358437530513408,1,1,0,0,,,1
1592352357354196992,1,2,0,1,1,2,1
1592351574567055360,1,2,0,1,1,1,0
1592346300951203840,1,1,0,0,,,1
1592338537172840449,1,1,0,0,,,1
1592334653104746496,1,1,0,0,,,1
1592325519999369217,1,0,1,0,,,0
1592320356844335104,1,1,0,0,,,1
1592313121716441088,1,2,0,1,1,3,0
1592305739120672769,1,1,0,0,,,0
1592304583552176128,1,2,0,1,0,,0
1592295692034535424,1,2,0,1,0,,0
1592279591351373824,1,2,0,1,1,1,0
1592248595067338752,1,2,0,1,0,,0
1592230054611722240,1,1,0,0,,,1
1592208689938968576,1,1,1,0,,,1
1592207724229824512,1,1,0,0,,,1
1592206030930579456,0,,,,,,
1592202831846854658,1,0,0,0,,,0
1592199557361844230,0,,,,,,
1592192602547585024,1,2,0,1,1,1,0
1592190780848078848,1,0,0,0,,,0
1592177221934153729,1,0,0,0,,,0
1592174965461520385,1,0,0,0,,,0
1592172521859665920,1,2,0,0,,,1
1592170898895040517,1,1,0,0,,,1
1592169773038985217,1,1,0,0,,,1
1592162789778685953,1,2,0,1,1,1,0
1592161862661308416,1,2,0,1,1,1,0
1592158257044688897,1,0,0,0,,,0
1592156338343538689,1,1,0,0,,,0
1592155056358690818,1,0,0,0,,,0
1592152446234951681,1,0,0,0,,,0
1592149002560352256,1,2,0,1,0,,0
1592144013163102208,1,1,0,0,,,1
1592141091775868933,1,2,0,1,1,1,0
1592138768936730624,1,0,0,0,,,0
1592138337967824896,1,2,0,0,,,0
1592138240504795138,1,1,0,0,,,1
1592129685995286530,1,1,0,0,,,1
1592128760782151685,1,2,0,1,1,1,0
1592123246241284097,1,2,1,0,,,0
1592121842667585537,1,2,0,1,1,1,0
1592120425479557120,1,0,0,0,,,0
1592120080724553730,1,1,0,0,,,1
1592118824043941894,1,1,0,0,,,1
1592112531161911296,1,2,1,0,,,0
1592112146871377920,1,1,0,0,,,1
1592108553653088256,1,2,0,0,,,1
1592102638682017794,1,0,0,1,1,1,0
1592099511232794624,1,2,0,1,0,,0
1592099402185076736,1,0,1,0,,,0
1592095499536171008,1,2,0,1,0,,0
1592087403195682817,1,0,0,0,,,0
1592078064703639552,1,0,0,0,,,0
1592072718627004419,1,0,0,0,,,0
1592061961491349506,1,0,0,0,,,0
1592061412549234690,1,0,1,0,,,0
1592057695032717312,1,2,0,1,0,,0
1592057276541849603,1,2,0,1,1,1,0
1592052510998794245,1,2,0,0,,,0
1592041124826603521,1,2,0,1,0,,0
1592030436402040832,1,1,0,0,,,1
1592020031420133376,1,0,1,0,,,0
1592019012397182978,1,1,0,0,,,1
1592018489401020416,1,0,0,0,,,0
1591996953919098881,1,0,1,0,,,0
1591994649253928960,1,0,1,0,,,0
1591988515126272000,1,0,0,0,,,0
1591988130714128384,1,0,0,0,,,0
1591984703816749058,1,2,0,1,0,,0
1591984535214133249,1,0,1,0,,,0
1591974625407545344,1,1,0,0,,,0
1591974108199538688,1,2,0,1,1,1,0
1591973682536411136,1,0,0,1,1,1,0
1591968708377055232,1,1,0,0,,,1
1591961883841822721,1,0,0,0,,,0
1591960482134781954,1,0,0,0,,,0
1591956767705104385,1,2,0,1,1,3,0
1591952019128221696,0,,,,,,
1591941620202897408,1,1,0,0,,,1
1591939581183930368,0,,,,,,
1591934538481274882,1,1,0,1,0,,1
1591914541310427137,1,0,0,0,,,0
1591902311395512320,1,2,1,1,1,3,0
1591884710225252352,1,0,0,0,,,0
1591875940891729920,1,0,0,0,,,0
1591871493390188547,0,,,,,,
1591848925501292545,1,0,0,0,,,1
1591837489290952705,1,2,0,1,1,1,0
1591833783334207489,1,1,0,0,,,1
1591830385406648322,1,0,1,0,,,0
1591823658338910208,1,0,1,0,,,0
1591821514525282304,1,1,0,0,,,0
1591817481404178432,1,2,1,1,1,1,0
1591815968271237126,1,2,0,1,1,1,0
1591794070359527425,1,2,0,1,1,1,0
1591792705365213184,1,0,0,0,,,0
1591787923862859776,1,0,1,0,,,0
1591786111843827714,1,0,0,0,,,0
1591783290503036928,1,0,1,0,,,0
1591780440373092352,1,0,0,0,,,0
1591776690384109570,1,2,1,1,1,1,0
1591776163013480449,1,0,0,0,,,0
1591773465262313472,1,2,0,0,,,0
1591772694277939200,1,0,1,0,,,0
1591771576839852033,1,2,0,1,1,3,1
1591767917469011969,1,1,0,0,,,1
1591756490628792320,1,0,0,0,,,0
1591755895683567616,1,0,1,0,,,0
1591753259970334721,1,2,1,0,,,0
1591752356592783361,1,1,0,0,,,0
1591750370321399810,1,0,0,0,,,1
1591750202817654784,1,1,0,0,,,0
1591748438903107590,0,,,,,,
1591740970542194688,1,1,0,0,,,1
1591738234316681217,1,0,0,1,1,1,0
1591737150009380864,1,0,0,0,,,1
1591728755449692160,1,1,0,0,,,0
1591724472771436544,0,,,,,,
1591721733308182529,1,2,1,1,1,1,0
1591717903791181826,1,1,0,0,,,0
1591717743463903232,1,0,0,0,,,1
1591715102130327552,1,1,0,0,,,0
1591713752311025664,1,2,1,0,,,0
1591710789580492802,1,1,0,0,,,1
1591710721116884994,1,1,0,0,,,1
1591693871737892864,1,2,0,1,1,1,0
1591678456001343488,0,,,,,,
1591673599399981056,1,2,0,0,,,0
1591671398954848256,1,1,0,0,,,1
1591666809362845696,1,0,0,0,,,1
1591666753679106051,1,1,0,0,,,1
1591659704371277824,1,0,1,0,,,0
1591649110377263105,1,2,0,0,,,0
1591647474414161920,1,0,0,0,,,0
1591645935419162627,1,2,0,1,1,1,0
1591645343145660416,1,0,0,0,,,0
1591643776405377025,1,1,0,0,,,1
1591641239925198849,1,0,0,0,,,0
1591634727228018690,1,0,1,0,,,0
1591634326113894401,1,2,0,0,,,0
1591633207069650947,1,0,0,0,,,0
1591632097953058816,1,0,0,0,,,0
1591631349588590592,1,0,0,0,,,1
1591629078368751617,1,0,0,0,,,1
1591627831377035264,1,0,1,0,,,0
1591611204891705344,1,0,0,0,,,0
1591610549011611648,1,0,0,0,,,0
1591605300561612801,0,,,,,,
1591601109927604224,1,0,1,0,,,0
1591593870521163777,1,0,1,0,,,0
1591593275601084416,1,1,0,0,,,1
1591568984444633088,1,1,0,0,,,1
1591553744151379970,1,0,0,0,,,0
1591550743173279744,1,0,0,0,,,1
1591543812585066497,1,0,0,0,,,0
1591488480886272001,1,1,0,0,,,0
1591467831270465537,1,1,0,0,,,0
1591464597625929728,1,0,0,0,,,0
1591464294734090240,1,2,0,1,1,1,0
1591461411066372097,1,0,0,0,,,0
1591453896119316481,1,0,1,0,,,0
1591453630057836544,1,1,0,0,,,1
1591450028505432064,1,0,1,0,,,0
1591447031759122432,1,2,0,1,0,,0
1591446204201979906,1,1,0,0,,,0
1591441484045516801,1,0,0,0,,,0
1591439579013599232,1,2,1,0,,,0
1591432816063139841,1,1,0,0,,,1
1591420117883424769,1,0,0,0,,,0
1591404861991837696,1,0,1,0,,,0
1591399687554502656,1,1,0,0,,,0
1591397859202846720,1,0,0,0,,,0
1591394798040223744,1,0,0,0,,,0
1591385192039845888,1,0,1,0,,,0
1591380775005736961,1,2,0,1,1,3,0
1591376476787867648,1,2,0,1,1,1,0
1591374409650307072,1,0,0,0,,,0
1591369864719269889,1,2,1,0,,,0
1591366719167397889,1,0,0,0,,,0
1591364485994131457,1,0,0,0,,,0
1591356540128481280,1,1,0,0,,,1
1591355814815506433,1,2,1,0,,,0
1591355103214465025,1,0,0,0,,,0
1591353358870548480,1,2,1,0,,,0
1591351804264345600,1,2,1,1,1,1,0
1591351252188688384,1,1,0,0,,,0
1591349069750108160,1,2,0,0,,,0
1591345647818768384,1,2,0,1,1,1,0
1591336935053987840,1,2,0,1,1,3,0
1591335619443449857,1,2,1,1,0,,0
1591335550690082816,1,1,0,0,,,1
1591331769051017216,1,0,0,0,,,0
1591330543589036033,1,0,0,0,,,0
1591317047946149888,1,0,0,0,,,0
1591311466720006144,1,2,0,0,,,0
1591310618992480256,1,0,0,0,,,0
1591310321733758976,1,1,0,0,,,1
1591309429475270656,1,0,0,0,,,0
1591309123924418561,1,0,0,0,,,0
1591308964402442240,1,1,0,0,,,1
1591304717208256512,1,0,0,0,,,0
1591293264875094018,1,0,0,0,,,0
1591293136600694785,1,2,0,1,0,,0
1591292854277926913,1,2,0,1,0,,0
1591291846751584256,1,0,0,0,,,0
1591289685720322048,1,0,1,0,,,0
1591284849473912835,1,2,0,0,,,0
1591284188602589184,1,2,1,0,,,0
1591282380186087424,1,0,0,0,,,0
1591280332489527297,1,2,0,0,,,0
1591278924348403712,1,0,0,0,,,0
1591276101770547201,1,2,0,0,,,0
1591274982608633858,1,2,0,0,,,0
1591274234764210176,1,2,0,1,1,1,0
1591271619720531969,1,1,0,0,,,0
1591270822257520640,1,0,0,0,,,0
1591268619249680384,1,2,0,1,1,2,0
1591265749368451072,1,2,0,0,,,0
1591265549572800514,1,2,0,1,0,,0
1591260333074968584,1,2,0,0,,,0
1591258093329207297,1,0,0,0,,,0
1591257002411700228,1,2,0,1,0,,0
1591250996302270464,1,0,0,0,,,0
1591241480366350336,1,0,0,0,,,0
1591240473385242632,1,2,1,1,1,3,0
1591234200208027649,1,0,0,0,,,0
1591228470021206016,1,2,0,1,1,1,0
1591225555193823232,1,0,0,0,,,0
1591225056675659777,1,2,0,0,,,0
1591224067629383680,1,0,0,0,,,0
1591220781719359488,1,2,1,0,,,1
1591160582988001281,1,2,1,1,0,,0
1591155461080117248,1,2,0,0,,,0
1591124920041631745,1,1,0,0,,,1
1591112089971855360,1,0,1,0,,,0
1591110840807456769,1,2,0,0,,,0
1591108449701867521,1,2,0,0,,,0
1591092608662908929,1,0,0,0,,,0
1591090192831885312,1,0,0,0,,,0
1591088987304853508,1,1,0,0,,,0
1591088331924066305,1,0,0,0,,,0
1591088091900829697,1,0,0,0,,,0
1591082823515271168,1,2,0,1,0,,0
1591082373357375489,1,0,0,0,,,0
1591077595541811201,1,0,1,0,,,0
1591076352790515712,1,0,0,0,,,0
1591072110801473538,1,0,0,0,,,0
1591070757974855680,1,1,0,0,,,0
1591064048699052034,1,0,0,0,,,0
1591061528056561666,1,2,1,0,,,0
1591059100846395393,1,2,0,1,0,,0
1591054431621373957,1,0,0,0,,,0
1591052504296747008,1,2,1,1,0,,0
1591048017796550662,1,2,1,1,0,,0
1591036509347786754,1,0,0,0,,,1
1591035879539507200,1,2,1,0,,,0
1591035786950213633,1,2,1,1,0,,0
1591031238009425921,1,2,0,1,0,,0
1591024032023183360,1,0,0,0,,,0
1591022975184441346,1,2,1,0,,,0
1591017627664908288,1,0,0,0,,,0
1591008946416128001,1,0,0,0,,,0
1591007317587562496,1,0,0,0,,,0
1591002821218160640,1,0,0,0,,,0
1590998744530833408,1,2,1,1,1,1,0
1590991817482588160,1,0,1,0,,,0
1590990305108852737,1,2,1,1,0,,0
1590989836978393089,1,0,0,0,,,0
1590988660106792960,1,2,0,0,,,0
1590988210762813441,1,0,0,0,,,0
1590983423463944192,1,0,1,0,,,0
1590975038647578624,1,0,0,0,,,0
1590974710841765888,1,0,0,0,,,0
1590973992323940352,1,1,0,1,0,,0
1590969161546883072,1,0,0,0,,,0
1590963609295024128,1,2,0,0,,,0
1590963021567909889,1,2,0,0,,,0
1590960711299387392,1,0,0,0,,,0
1590959482041176064,1,0,1,0,,,0
1590958551790678017,1,0,0,0,,,0
1590955683440381954,1,2,0,0,,,0
1590953995212029953,1,2,0,1,0,,0
1590947435668381696,1,2,0,0,,,0
1590944085426466816,1,0,0,0,,,0
1590943414731915266,1,0,0,0,,,0
1590942911352668160,1,0,1,0,,,0
1590939352439214081,1,0,0,0,,,0
1590930630954876928,1,0,0,0,,,0
1590930442253107200,1,2,0,1,1,3,0
1590929558483931136,1,0,0,0,,,0
1590923988905381888,1,2,0,0,,,0
1590920263356801024,1,0,0,0,,,0
1590917094774046722,1,0,0,0,,,0
1590916323890298881,1,0,0,0,,,0
1590915882741813248,1,2,1,1,0,,0
1590914954743668737,1,1,0,0,,,0
1590914101576105984,1,0,0,0,,,0
1590912986340024322,1,0,0,0,,,0
1590908346097598465,1,0,0,0,,,0
1590908308873183232,1,0,0,0,,,0
1590908065385414657,1,2,0,1,1,1,0
1590906352389742594,1,0,1,0,,,0
1590904724358074369,1,2,0,0,,,0
1590904648319512577,1,2,1,1,1,1,0
1590898531099086848,1,0,0,0,,,0
1590893857876901888,1,0,0,0,,,0
1590886861580697600,1,1,0,0,,,0
1590881632063754240,1,0,0,0,,,0
1590881306199875585,1,2,0,0,,,0
1590880677628870656,1,2,0,1,0,,0
1590880393930379265,1,2,0,1,0,,0
1590839201247170560,1,0,0,0,,,0
1590820322026360832,1,2,1,0,,,0
1590805753358868480,1,2,1,1,0,,0
1590785617151299584,1,0,0,0,,,0
1590760749223534592,1,1,0,0,,,1
1590758775148797952,1,0,0,0,,,0
1590755803614830592,1,1,0,0,,,1
1590755135927422976,1,0,0,0,,,0
1590755111214624768,1,2,0,1,1,1,0
1590746300936749056,1,0,0,0,,,0
1590741929704456194,1,2,0,1,0,,0
1590741318812459008,1,2,1,0,,,0
1590740215475634176,1,2,0,1,1,1,0
1590735169006157824,1,2,0,0,,,0
1590721177307451394,1,0,1,0,,,0
1590719721628106752,1,2,1,1,1,1,0
1590714253077811201,1,0,0,0,,,0
1590709811305648128,1,0,0,0,,,1
1590709649065775104,1,2,1,0,,,0
1590704247712387074,1,0,1,0,,,0
1590699186055364608,1,0,0,0,,,0
1590697216666398724,1,0,0,0,,,0
1590694942531543042,1,0,0,0,,,0
1590694042228047875,1,1,0,0,,,1
1590692986870198272,1,2,0,1,1,1,0
1590692907543310337,1,0,0,0,,,0
1590691894891515911,1,0,0,0,,,0
1590687631192776704,1,2,0,1,0,,0
1590685875633258498,1,0,0,0,,,0
1590685440834965505,1,1,0,0,,,0
1590684011080617986,1,2,0,1,1,1,0
1590683948103127041,1,2,0,1,0,,0
1590674141774245888,1,0,1,0,,,0
1590669767958233090,1,0,0,0,,,0
1590669368937283584,1,0,0,0,,,0
1590667216294268928,1,0,0,0,,,1
1590662736173637632,1,0,1,0,,,0
1590655149890207745,1,1,0,0,,,1
1590653878391169024,1,0,1,0,,,0
1590653814193139713,1,2,0,0,,,0
1590637015309389826,1,0,1,0,,,0
1590635699833024513,1,0,0,0,,,0
1590630450355372033,1,0,0,0,,,0
1590624591835459584,1,2,0,0,,,0
1590619220773339136,1,2,0,1,0,,1
1590615516254990336,1,0,0,0,,,0
1590611230250930177,1,1,0,0,,,1
1590608641182560256,1,0,0,0,,,1
1590605852557586432,1,1,0,0,,,1
1590595010319482881,1,0,0,0,,,0
1590586393461682177,1,1,0,0,,,0
1590585882998091776,1,2,0,1,0,,0
1590584548202811392,1,0,1,0,,,0
1590577893729800192,1,0,0,0,,,0
1590577845117779969,1,1,0,0,,,1
1590565107561811968,1,1,0,0,,,1
1590563838633873408,1,2,1,1,0,,0
1590563138659024897,1,0,0,0,,,0
1590562389367590912,1,2,0,0,,,0
1590561852375064576,1,1,1,0,,,1
1590561410404483073,1,0,1,0,,,0
1590558096489086976,1,2,1,1,0,,0
1590557063331328000,1,2,0,1,1,3,0
1590546081339015168,1,2,1,0,,,0
1590535047760969729,1,0,0,1,1,3,0
1590529780159741955,1,0,0,0,,,0
1590529509581033473,1,0,0,0,,,0
1590525930363289602,1,2,1,0,,,0
1590522563499036672,1,2,1,1,1,1,0
1590521322681307139,1,2,1,1,1,1,0
1590520717137039360,1,0,0,0,,,0
1590519260547538947,1,0,0,0,,,0
1590510818449588224,1,2,0,0,,,0
1590509057202610177,1,0,0,0,,,0
1590508177271173121,1,2,0,0,,,0
1590506246561759233,1,2,0,0,,,0
1590490148307079170,1,2,0,1,1,1,0
1590489493181988865,1,0,0,1,0,,0
1590487714113425408,1,0,0,0,,,0
1590456476627513344,1,2,0,1,1,1,0
1590396255758602240,1,2,0,1,0,,0
1590384073318731776,1,2,0,1,1,1,0
1590383256322834433,1,2,0,0,,,0
1590363618197270528,1,0,0,0,,,0
1590356718797869056,1,0,0,0,,,0
1590356108853792775,1,0,0,1,0,,0
1590353129845190658,1,0,0,0,,,0
1590349974088617985,1,0,0,0,,,0
1590346468732567553,1,0,0,0,,,1
1590344406116503553,1,0,1,0,,,1
1590343700915552256,1,0,0,0,,,0
1590343274237431809,1,0,1,0,,,0
1590342144505810944,1,0,0,0,,,0
1590337371899580416,1,0,0,0,,,0
1590337235488210944,1,2,0,0,,,0
1590336219325796355,1,1,0,0,,,1
1590331508392628224,1,0,0,0,,,0
1590329088753160192,1,0,0,0,,,0
1590325786829295617,1,1,0,0,,,0
1590323084158177281,1,0,0,1,1,3,0
1590321910772293634,1,2,0,1,1,1,0
1590321434379046913,1,1,0,0,,,1
1590315080134328320,1,0,0,0,,,0
1590310501447532550,1,1,0,0,,,1
1590301302026010624,1,1,0,0,,,0
1590297648694980609,1,2,1,1,0,,0
1590295828857774081,1,2,1,0,,,0
1590292183256428544,1,0,0,0,,,0
1590285470281654273,1,0,0,0,,,0
1590284843577143296,1,0,0,0,,,0
1590282128184725504,1,1,0,0,,,0
1590279892431958018,1,0,0,0,,,0
1590272046751420419,1,0,1,0,,,0
1590267470983868417,1,0,0,0,,,0
1590264679569711104,1,0,0,0,,,0
1590261060556443649,1,1,1,0,,,1
1590258931976515585,1,0,1,0,,,0
1590257758892593153,1,0,1,0,,,0
1590256891950944258,1,2,0,0,,,0
1590256886062145536,1,0,0,0,,,0
1590254197832024064,1,0,0,1,0,,1
1590249641442181120,1,0,0,0,,,0
1590247269559054337,1,1,0,0,,,1
1590244873130872833,1,2,0,0,,,0
1590238624293224448,1,0,0,0,,,0
1590234683518111746,1,1,0,0,,,1
1590233729385238529,1,2,0,1,0,,0
1590231001892282368,1,2,0,0,,,0
1590229329317068801,1,1,0,0,,,1
1590229229987196928,1,2,0,0,,,0
1590211201551958016,1,0,0,0,,,0
1590204388349710337,1,2,1,0,,,0
1590202075312697345,1,2,1,1,1,1,1
1590193947183570945,1,0,0,0,,,1
1590193038865092608,1,2,1,1,1,1,0
1590192185177419777,1,2,0,0,,,0
1590189100606586882,1,2,0,0,,,0
1590187528266874881,1,2,0,0,,,0
1590182358296461313,1,1,0,0,,,0
1590181324933173248,1,0,0,0,,,0
1590179361487224834,1,0,0,0,,,0
1590176657595576320,1,0,1,0,,,0
1590160013972361216,1,0,1,0,,,0
1590158752732557313,1,0,0,0,,,0
1590153589787615232,1,0,1,0,,,0
1590124993375264768,1,0,0,0,,,1
1590089306701713409,1,2,0,0,,,0
1590084119152984064,1,2,0,0,,,0
1590045145290113024,1,1,0,0,,,1
1590043556001218560,1,0,0,1,0,,0
1590043422098083842,1,2,1,0,,,0
1590035505215082496,1,2,0,1,1,3,0
1590035122874912769,1,2,0,1,1,3,0
1590032187793248258,1,0,1,0,,,0
1590031464426786817,1,0,0,0,,,0
1590029252078231552,1,0,0,0,,,0
1590029101867610112,1,0,0,0,,,0
1590028064691740672,1,0,0,0,,,0
1590027161410613248,1,0,0,0,,,0
1590023980022661121,1,2,0,1,0,,0
1590023447828389888,1,0,0,0,,,1
1590022340133683209,1,0,0,0,,,0
1590015446576955392,1,2,0,1,0,,0
1590014793993580545,1,0,0,0,,,0
1590013237944541185,1,2,0,0,,,1
1590011158010167298,1,0,0,0,,,0
1590007114495594496,1,1,0,0,,,1
1590005522820108289,1,0,0,0,,,0
1590005107705663492,1,2,1,1,1,3,0
1590003920667279361,1,0,0,0,,,0
1590003739582402565,1,0,0,0,,,0
1590002980228861952,1,0,0,0,,,0
1590002713148157953,1,2,0,1,0,,0
1590000028604846082,1,0,0,0,,,1
1589998635261267969,1,1,0,0,,,1
1589996748331945984,1,1,0,0,,,1
1589993533808971776,1,2,1,1,1,1,0
1589993191348273155,1,0,0,0,,,0
1589991796607963137,1,1,0,0,,,1
1589990831523770368,1,0,0,0,,,1
1589985437703340033,1,2,0,0,,,0
1589981732195164161,1,2,0,1,0,,0
1589979983594008576,1,1,0,0,,,0
1589978958267027456,1,0,0,0,,,0
1589977947326537728,1,2,1,0,,,0
1589976245978398720,1,0,1,0,,,0
1589974517061124096,1,1,0,0,,,1
1589972504202063872,1,0,0,0,,,0
1589971365171703824,1,2,0,0,,,0
1589958933976055808,1,0,0,0,,,0
1589954170832162817,1,1,0,0,,,1
1589951584590790659,1,0,0,0,,,0
1589951051557658624,1,2,1,0,,,0
1589945892161089536,1,0,1,0,,,0
1589941794519011329,1,1,0,0,,,1
1589941773367115779,1,0,0,0,,,1
1589941357006958592,1,0,0,0,,,0
1589937492668870657,1,1,0,0,,,1
1589933289485533184,1,0,0,1,1,2,0
1589931342095347713,1,0,0,0,,,0
1589929559818145792,1,0,1,0,,,0
1589924137413513217,1,0,0,0,,,0
1589920668594077696,1,0,1,0,,,0
1589920033131888640,1,1,0,0,,,0
1589919816953270272,1,2,1,1,1,2,0
1589919167775662082,1,1,0,0,,,0
1589917286198280197,1,0,0,0,,,0
1589906691902312448,1,1,0,0,,,1
1589902611066781696,1,1,0,0,,,1
1589902448231354368,1,0,0,0,,,0
1589899904784424960,1,0,0,0,,,0
1589895905867857920,1,0,0,0,,,0
1589890746953629697,1,2,0,1,0,,0
